State,County,Claims,Latitude,Longitude,MTRS
California,Lassen,2,40.3736395110001,-120.82412511,21 0290N 0100E 014
California,Lassen,1,40.373671555,-120.84300829899999,21 0290N 0100E 015
California,Lassen,1,40.3591108470001,-120.84333137,21 0290N 0100E 022
California,Lassen,4,40.359230435,-120.80525255100001,21 0290N 0100E 024
California,Lassen,4,40.344835642000106,-120.805370775,21 0290N 0100E 025
California,Lassen,2,40.388569096,-120.16232127200001,21 0290N 0160E 010
California,Lassen,3,40.3742138220001,-120.162501176,21 0290N 0160E 015
California,Los Angeles,1,34.3463679170001,-118.08984956799999,27 0030N 0120W 013
California,Los Angeles,2,34.346368834,-118.107109385,27 0030N 0120W 014
California,Los Angeles,2,34.4302868010001,-118.140919953,27 0040N 0120W 016
California,Los Angeles,4,34.4303032930001,-118.15832633299999,27 0040N 0120W 017
California,Los Angeles,5,34.430318772000106,-118.17558191299999,27 0040N 0120W 018
California,Los Angeles,1,34.4158009020001,-118.175487928,27 0040N 0120W 019
California,Los Angeles,3,34.41581187,-118.158326498,27 0040N 0120W 020
California,Los Angeles,6,34.416418858,-118.19292385799999,27 0040N 0130W 024
California,Los Angeles,4,34.4019615500001,-118.193043977,27 0040N 0130W 025
California,Los Angeles,16,34.429474109000104,-118.33381688200001,27 0040N 0140W 015
California,Los Angeles,2,34.416490331999995,-118.388491551,27 0040N 0140W 019
California,Los Angeles,4,34.5328535850001,-118.52808175,27 0050N 0160W 011
California,Los Angeles,1,34.518101598,-118.528456194,27 0050N 0160W 014
California,Los Angeles,3,34.5339643180001,-118.667296826,27 0050N 0170W 009
California,Los Angeles,1,34.5182053350001,-118.651991967,27 0050N 0170W 015
California,Los Angeles,1,34.5498305630001,-118.72181826299999,27 0050N 0180W 001
California,Los Angeles,1,34.5331738610001,-118.73872311,27 0050N 0180W 011
California,Los Angeles,1,34.5330635110001,-118.721427327,27 0050N 0180W 012
California,Los Angeles,1,34.5187950170001,-118.73788689,27 0050N 0180W 014
California,Madera,1,37.4535587710001,-119.550414395,21 0050S 0220E 034
California,Madera,2,37.466691460999996,-119.368316169,21 0050S 0240E 029
California,Madera,2,37.46686314,-119.38634776399999,21 0050S 0240E 030
California,Madera,1,37.4521433800001,-119.38662591,21 0050S 0240E 031
California,Madera,2,37.452006575,-119.36880266899999,21 0050S 0240E 032
California,Madera,1,37.4242516,-119.550807049,21 0060S 0220E 010
California,Madera,1,37.4097848700001,-119.55125742,21 0060S 0220E 015
California,Madera,1,37.392210398,-119.425959608,21 0060S 0230E 023
California,Madera,1,37.391723952000106,-119.408119666,21 0060S 0230E 024
California,Madera,2,37.421056311,-119.390106675,21 0060S 0240E 007
California,Madera,1,37.405394884,-119.353321649,21 0060S 0240E 016
California,Madera,1,37.405871276,-119.371668716,21 0060S 0240E 017
California,Madera,1,37.406188476000096,-119.390012668,21 0060S 0240E 018
California,Madera,1,37.391485985,-119.390047652,21 0060S 0240E 019
California,Madera,1,37.391248506000096,-119.37171333299999,21 0060S 0240E 020
California,Madera,1,37.3907902,-119.35343516100001,21 0060S 0240E 021
California,Madera,1,37.3769487490001,-119.390089494,21 0060S 0240E 030
California,Madera,1,37.362504883,-119.39002994,21 0060S 0240E 031
California,Madera,1,37.36221441,-119.37186423200001,21 0060S 0240E 032
California,Madera,2,37.361778857,-119.35381705200001,21 0060S 0240E 033
California,Madera,1,37.352283411,-119.75301704299999,21 0070S 0200E 002
California,Madera,1,37.2750166430001,-119.354577112,21 0070S 0240E 033
California,Madera,1,37.1916054020001,-119.699464846,21 0080S 0210E 032
California,Madera,1,37.191629221,-119.68121087600001,21 0080S 0210E 033
California,Madera,1,37.261009254,-119.336516242,21 0080S 0240E 003
California,Madera,1,37.261236002,-119.354565283,21 0080S 0240E 004
California,Madera,1,37.247378548,-119.35472937200001,21 0080S 0240E 009
California,Marin,1*,38.1071322716464,-122.807179210495,21 0030N 0090W 012
California,Mariposa,4,37.8254006770001,-120.076286028,21 0010S 0170E 026
California,Mariposa,5,37.807920863,-120.076382932,21 0010S 0170E 035
California,Mariposa,2,37.8077822110001,-120.057983812,21 0010S 0170E 036
California,Mariposa,1,37.7468354050001,-120.26776130299999,21 0020S 0150E 024
California,Mariposa,2,37.7472154770001,-120.24873886600001,21 0020S 0160E 019
California,Mariposa,3,37.7903339980001,-120.06578194,21 0020S 0170E 002
California,Mariposa,4,37.776007197000105,-120.065915158,21 0020S 0170E 011
California,Mariposa,2,37.7758838820001,-120.047585607,21 0020S 0170E 012
California,Mariposa,3,37.761533068000105,-120.047822699,21 0020S 0170E 013
California,Mariposa,5,37.761937559,-120.084458612,21 0020S 0170E 015
California,Mariposa,1,37.7474438180001,-120.084547716,21 0020S 0170E 022
California,Mariposa,1,37.7328032280001,-120.066365136,21 0020S 0170E 026
California,Mariposa,1,37.732856939,-120.08466381299999,21 0020S 0170E 027
California,Mariposa,2,37.732861248000106,-120.10294926899999,21 0020S 0170E 028
California,Mariposa,1,37.760965668000004,-120.029474745,21 0020S 0180E 018
California,Mariposa,1,37.746734884,-119.99218524700001,21 0020S 0180E 021
California,Mariposa,2,37.732206467,-120.011146522,21 0020S 0180E 029
California,Mariposa,1,37.7321059550001,-120.02974301,21 0020S 0180E 030
California,Mariposa,1,37.7177529260001,-120.02989322200001,21 0020S 0180E 031
California,Mariposa,4,37.7176580340001,-120.011442586,21 0020S 0180E 032
California,Mariposa,3,37.717550563,-119.992880872,21 0020S 0180E 033
California,Mariposa,1,37.7317669620001,-119.899337479,21 0020S 0190E 029
California,Mariposa,2,37.7323773310001,-119.918113209,21 0020S 0190E 030
California,Mariposa,1,37.7171994400001,-119.91729307899999,21 0020S 0190E 031
California,Mariposa,4,37.703534352000105,-120.26838635899999,21 0030S 0150E 001
California,Mariposa,3,37.7044690560001,-120.213099523,21 0030S 0160E 004
California,Mariposa,2,37.7046838050001,-120.231488135,21 0030S 0160E 005
California,Mariposa,1,37.704556622,-120.250028365,21 0030S 0160E 006
California,Mariposa,3,37.6608578840001,-120.159464218,21 0030S 0160E 024
California,Mariposa,1,37.64653825,-120.159889237,21 0030S 0160E 025
California,Mariposa,1,37.6461224710001,-120.178466771,21 0030S 0160E 026
California,Mariposa,1,37.6454869020001,-120.23216480100001,21 0030S 0160E 029
California,Mariposa,5,37.6448542700001,-120.25107762399999,21 0030S 0160E 030
California,Mariposa,3,37.630074875,-120.251104523,21 0030S 0160E 031
California,Mariposa,4,37.630796779,-120.23189781200001,21 0030S 0160E 032
California,Mariposa,2,37.7024683870001,-120.047262927,21 0030S 0170E 001
California,Mariposa,3,37.7022661190001,-120.064531165,21 0030S 0170E 002
California,Mariposa,3,37.7022765880001,-120.08251567200001,21 0030S 0170E 003
California,Mariposa,2,37.702413259000004,-120.11896856,21 0030S 0170E 005
California,Mariposa,3,37.702432835,-120.13847040200001,21 0030S 0170E 006
California,Mariposa,1,37.686354715,-120.13844650700001,21 0030S 0170E 007
California,Mariposa,1,37.6864779810001,-120.11880058700001,21 0030S 0170E 008
California,Mariposa,1,37.6865627930001,-120.082499614,21 0030S 0170E 010
California,Mariposa,3,37.686929991999996,-120.064519892,21 0030S 0170E 011
California,Mariposa,4,37.687436987000105,-120.047138207,21 0030S 0170E 012
California,Mariposa,2,37.657502478000005,-120.138434195,21 0030S 0170E 019
California,Mariposa,1,37.658619549,-120.04651149899999,21 0030S 0170E 024
California,Mariposa,2,37.643948093000105,-120.04596221899999,21 0030S 0170E 025
California,Mariposa,2,37.6432372630001,-120.11790087600001,21 0030S 0170E 029
California,Mariposa,2,37.643360691999995,-120.13873035,21 0030S 0170E 030
California,Mariposa,10,37.6292598420001,-120.13931277,21 0030S 0170E 031
California,Mariposa,1,37.629357176999996,-120.099869377,21 0030S 0170E 033
California,Mariposa,2,37.629605251,-120.081698656,21 0030S 0170E 034
California,Mariposa,3,37.7022838090001,-119.95573430600001,21 0030S 0180E 002
California,Mariposa,4,37.7027104490001,-119.974095325,21 0030S 0180E 003
California,Mariposa,1,37.7027629400001,-120.01100734299999,21 0030S 0180E 005
California,Mariposa,3,37.6875387690001,-120.028967688,21 0030S 0180E 007
California,Mariposa,1,37.6883595300001,-119.99271645799999,21 0030S 0180E 009
California,Mariposa,5,37.688131228,-119.973747413,21 0030S 0180E 010
California,Mariposa,1,37.6875561050001,-119.95448333,21 0030S 0180E 011
California,Mariposa,1,37.6734329010001,-119.97305966200001,21 0030S 0180E 015
California,Mariposa,2,37.6734106280001,-119.99196483700001,21 0030S 0180E 016
California,Mariposa,1,37.65840231,-120.00916353,21 0030S 0180E 020
California,Mariposa,1,37.658487443000105,-119.99041184,21 0030S 0180E 021
California,Mariposa,1,37.6586548940001,-119.972191005,21 0030S 0180E 022
California,Mariposa,1,37.658475106,-119.95384167700001,21 0030S 0180E 023
California,Mariposa,1,37.643919409,-119.935342972,21 0030S 0180E 025
California,Mariposa,1,37.643997622,-120.008684004,21 0030S 0180E 029
California,Mariposa,3,37.6439593650001,-120.027656156,21 0030S 0180E 030
California,Mariposa,2,37.629573469,-120.027242595,21 0030S 0180E 031
California,Mariposa,7,37.6295027310001,-120.00855212200001,21 0030S 0180E 032
California,Mariposa,3,37.629658416,-119.989727663,21 0030S 0180E 033
California,Mariposa,1,37.7017884960001,-119.85631613299999,21 0030S 0190E 003
California,Mariposa,2,37.701833162000106,-119.874025946,21 0030S 0190E 004
California,Mariposa,1,37.6877738050001,-119.87305967799999,21 0030S 0190E 009
California,Mariposa,2,37.673061089,-119.912891429,21 0030S 0190E 018
California,Mariposa,2,37.658226445,-119.912654964,21 0030S 0190E 019
California,Mariposa,1,37.5716061050001,-120.215558337,21 0040S 0160E 021
California,Mariposa,1,37.556967641,-120.161365859,21 0040S 0160E 025
California,Mariposa,6,37.556983267000106,-120.179272376,21 0040S 0160E 026
California,Mariposa,2,37.557129081,-120.21573127200001,21 0040S 0160E 028
California,Mariposa,3,37.6150163570001,-120.045052156,21 0040S 0170E 001
California,Mariposa,3,37.5861434930001,-120.044732199,21 0040S 0170E 013
California,Mariposa,5,37.586214103,-120.06300465,21 0040S 0170E 014
California,Mariposa,2,37.5862682060001,-120.147514463,21 0040S 0170E 018
California,Mariposa,1,37.5718033220001,-120.147430412,21 0040S 0170E 019
California,Mariposa,2,37.571751412,-120.062803748,21 0040S 0170E 023
California,Mariposa,1,37.5717483450001,-120.04451179600001,21 0040S 0170E 024
California,Mariposa,1*,37.55726068263721,-120.11810003216299,21 0040S 0170E 029
California,Mariposa,1,37.557324136,-120.147271741,21 0040S 0170E 030
California,Mariposa,1,37.6150966880001,-119.953435503,21 0040S 0180E 002
California,Mariposa,1,37.614989119,-120.007964146,21 0040S 0180E 005
California,Mariposa,2,37.614684858000004,-120.026719606,21 0040S 0180E 006
California,Mariposa,1,37.600814895,-119.98908332,21 0040S 0180E 009
California,Mariposa,1,37.6003868170001,-119.953865443,21 0040S 0180E 011
California,Mariposa,1,37.586308279,-119.99000958200001,21 0040S 0180E 016
California,Mariposa,1,37.586081909,-120.026545286,21 0040S 0180E 018
California,Mariposa,1,37.57190533,-120.026352832,21 0040S 0180E 019
California,Mariposa,2,37.57204412,-120.00817348,21 0040S 0180E 020
California,Mariposa,2,37.5720521050001,-119.99013301,21 0040S 0180E 021
California,Mariposa,4,37.5574034030001,-119.971633653,21 0040S 0180E 027
California,Mariposa,2,37.5576596860001,-120.00812953799999,21 0040S 0180E 029
California,Mariposa,2,37.5429091560001,-120.008000057,21 0040S 0180E 032
California,Mariposa,1,37.542916772000105,-119.989823156,21 0040S 0180E 033
California,Mariposa,1,37.600504412000106,-119.888878103,21 0040S 0190E 008
California,Mariposa,5,37.586243692,-119.88852638200001,21 0040S 0190E 017
California,Mariposa,2,37.571906417,-119.888337776,21 0040S 0190E 020
California,Mariposa,1,37.468710275999996,-120.27678228100001,21 0050S 0150E 025
California,Mariposa,4,37.527791312,-120.18447455399999,21 0050S 0160E 002
California,Mariposa,1,37.512914347,-120.184629817,21 0050S 0160E 011
California,Mariposa,1,37.4974611760001,-120.166680183,21 0050S 0160E 013
California,Mariposa,1,37.4533778640001,-120.204512825,21 0050S 0160E 034
California,Mariposa,1,37.534661297000106,-120.004324833,21 0050S 0180E 004
California,Mariposa,1,37.4248739980001,-119.931969597,21 0060S 0190E 007
California,Mendocino,1,39.933600713000004,-123.035840473,21 0240N 0110W 013
California,Modoc,1,41.230750941000096,-120.4075175,21 0390N 0140E 007
California,Mono,1,38.022444584,-119.112622369,21 0020N 0260E 021
California,Mono,1,37.758992821,-119.02025750700001,21 0020S 0270E 020
California,Mono,5,38.148444757,-119.18571285899999,21 0030N 0250E 002
California,Mono,1,38.148455477,-119.204076337,21 0030N 0250E 003
California,Mono,2,38.1484637900001,-119.22241830600001,21 0030N 0250E 004
California,Mono,6,38.13398978900009,-119.204174811,21 0030N 0250E 010
California,Mono,8,38.1339669810001,-119.185849006,21 0030N 0250E 011
California,Mono,3,38.119496272,-119.186012795,21 0030N 0250E 014
California,Mono,1,38.1194985930001,-119.24095586700001,21 0030N 0250E 017
California,Mono,1,38.1050210060001,-119.18616359399999,21 0030N 0250E 023
California,Mono,1,38.0905548870001,-119.16802457,21 0030N 0250E 025
California,Mono,5,38.0905428630001,-119.149744955,21 0030N 0260E 030
California,Mono,3,38.076110397,-119.14997706,21 0030N 0260E 031
California,Mono,1,37.6876296240001,-118.854207213,21 0030S 0280E 014
California,Mono,2,37.6874731720001,-118.872415259,21 0030S 0280E 015
California,Mono,8,38.162929322,-119.222380788,21 0040N 0250E 033
California,Mono,2,38.162926413,-119.204025065,21 0040N 0250E 034
California,Mono,4,38.1629304000001,-119.185657401,21 0040N 0250E 035
California,Mono,1,38.30978373,-119.452500286,21 0050N 0230E 004
California,Mono,1,38.2951755670001,-119.452789685,21 0050N 0230E 009
California,Mono,1,38.2951089110001,-119.434473368,21 0050N 0230E 010
California,Mono,2,38.4798763380001,-119.457357219,21 0070N 0230E 004
California,Mono,3,38.4514871470001,-119.45889614299999,21 0070N 0230E 016
California,Mono,1,38.423389231,-119.44099677700001,21 0070N 0230E 027
California,Mono,2,38.409259377000105,-119.458090864,21 0070N 0230E 033
California,Mono,1,38.4788762360001,-119.26621129600001,21 0070N 0250E 007
California,Mono,5,38.4647149460001,-119.256179525,21 0070N 0250E 018
California,Mono,4,38.509370962,-119.530430024,21 0080N 0220E 026
California,Monterey,2,36.3377332760001,-121.810293676,21 0180S 0010E 025
California,Monterey,4,36.3088340260001,-121.80100941399999,21 0190S 0010E 001
California,Monterey,4,36.309863814,-121.81801966,21 0190S 0010E 002
California,Monterey,1,36.3127564760001,-121.834710108,21 0190S 0010E 003
California,Monterey,1,36.3024978180001,-121.81081732700001,21 0190S 0010E 011
California,Monterey,3,36.296607212,-121.79752482200001,21 0190S 0010E 012
California,Monterey,2,36.280151281,-121.799594215,21 0190S 0010E 013
California,Monterey,1,35.9019103960001,-121.414542526,21 0230S 0050E 027
California,Monterey,1,35.887445185,-121.396668249,21 0230S 0050E 035
California,Napa,1,38.631632358000005,-122.346212715,21 0090N 0040W 018
California,Napa,2,38.619232452000105,-122.34509208600001,21 0090N 0040W 019
California,Nevada,3,39.0510235290001,-121.112837956,21 0140N 0080E 020
California,Nevada,1,39.1662193120001,-121.056893371,21 0150N 0080E 011
California,Nevada,2,39.123281439,-120.977064238,21 0150N 0090E 028
California,Nevada,2,39.108809541,-120.996285645,21 0150N 0090E 032
California,Nevada,2,39.18584958700011,-120.854698146,21 0150N 0100E 004
California,Nevada,8,39.1867080160001,-120.895909263,21 0150N 0100E 006
California,Nevada,1,39.248929988,-121.04739478200001,21 0160N 0080E 014
California,Nevada,1,39.2191358580001,-121.102154134,21 0160N 0080E 029
California,Nevada,1,39.2187348890001,-121.12085674,21 0160N 0080E 030
California,Nevada,1,39.278621586999996,-121.0106561,21 0160N 0090E 006
California,Nevada,1,39.2649853930001,-120.972636129,21 0160N 0090E 009
California,Nevada,1,39.222416787,-120.916452333,21 0160N 0090E 025
California,Nevada,9,39.280505899,-120.862160172,21 0160N 0100E 004
California,Nevada,3,39.280293054,-120.88067788200001,21 0160N 0100E 005
California,Nevada,2,39.265402183,-120.89877745700001,21 0160N 0100E 007
California,Nevada,6,39.2656711930001,-120.88034641,21 0160N 0100E 008
California,Nevada,3,39.26592929,-120.86164668299999,21 0160N 0100E 009
California,Nevada,1,39.26589979,-120.822992543,21 0160N 0100E 011
California,Nevada,11,39.2661567430001,-120.80351396100001,21 0160N 0100E 012
California,Nevada,19,39.25127677400009,-120.802639056,21 0160N 0100E 013
California,Nevada,9,39.2513218650001,-120.821999027,21 0160N 0100E 014
California,Nevada,3,39.2511867910001,-120.88015140200001,21 0160N 0100E 017
California,Nevada,7,39.25093502,-120.898620361,21 0160N 0100E 018
California,Nevada,6,39.2368646350001,-120.898503686,21 0160N 0100E 019
California,Nevada,3,39.23673691,-120.880389939,21 0160N 0100E 020
California,Nevada,8,39.2373177060001,-120.821949195,21 0160N 0100E 023
California,Nevada,24,39.236928553,-120.802490821,21 0160N 0100E 024
California,Nevada,8,39.22303143,-120.82192392399999,21 0160N 0100E 026
California,Nevada,1,39.2220935930001,-120.86156616299999,21 0160N 0100E 028
California,Nevada,1,39.222078946000096,-120.880472775,21 0160N 0100E 029
California,Nevada,5,39.222689691,-120.89826469200001,21 0160N 0100E 030
California,Nevada,6,39.208214182000106,-120.897596166,21 0160N 0100E 031
California,Nevada,10,39.2080775040001,-120.87940877,21 0160N 0100E 032
California,Nevada,4,39.2081046110001,-120.86021495799999,21 0160N 0100E 033
California,Nevada,2,39.280690985999996,-120.727732909,21 0160N 0110E 003
California,Nevada,8,39.2806535390001,-120.74660016600001,21 0160N 0110E 004
California,Nevada,11,39.280661229,-120.76523194200001,21 0160N 0110E 005
California,Nevada,3,39.280623898,-120.783945424,21 0160N 0110E 006
California,Nevada,27,39.26607770800009,-120.78435700200001,21 0160N 0110E 007
California,Nevada,53,39.251695526999995,-120.78450958799999,21 0160N 0110E 018
California,Nevada,10,39.3485535250001,-121.14166410200001,21 0170N 0070E 012
California,Nevada,2,39.333779082,-121.159066529,21 0170N 0070E 014
California,Nevada,1,39.3194636270001,-121.159409611,21 0170N 0070E 023
California,Nevada,2,39.3198509750001,-121.141868516,21 0170N 0070E 024
California,Nevada,2,39.290166089,-121.17809475799999,21 0170N 0070E 034
California,Nevada,4,39.29108476800009,-121.14146363200001,21 0170N 0070E 036
California,Nevada,3,39.3677364750001,-121.030976844,21 0170N 0080E 001
California,Nevada,3,39.366585179,-121.106385087,21 0170N 0080E 005
California,Nevada,6,39.365175784,-121.124611907,21 0170N 0080E 006
California,Nevada,3,39.3529411850001,-121.04947596,21 0170N 0080E 011
California,Nevada,3,39.322253199,-121.105282657,21 0170N 0080E 020
California,Nevada,2,39.3238648550001,-121.06735858100001,21 0170N 0080E 022
California,Nevada,4,39.3226155360001,-121.03004699899999,21 0170N 0080E 024
California,Nevada,3,39.308086659000004,-121.048547364,21 0170N 0080E 026
California,Nevada,1,39.309758844,-121.085779733,21 0170N 0080E 028
California,Nevada,1,39.2930154160001,-121.06698364200001,21 0170N 0080E 034
California,Nevada,4,39.365977575,-120.917072949,21 0170N 0090E 001
California,Nevada,3,39.3660935400001,-120.954781774,21 0170N 0090E 003
California,Nevada,1,39.3659477030001,-120.97338272299999,21 0170N 0090E 004
California,Nevada,4,39.36637583,-121.011994,21 0170N 0090E 006
California,Nevada,4,39.351385324,-121.011547522,21 0170N 0090E 007
California,Nevada,2,39.351321950999996,-120.99228600100001,21 0170N 0090E 008
California,Nevada,2,39.351730753000005,-120.973522234,21 0170N 0090E 009
California,Nevada,1,39.351871644,-120.954782755,21 0170N 0090E 010
California,Nevada,2,39.352112343,-120.91745063799999,21 0170N 0090E 012
California,Nevada,1,39.337979628,-120.917840614,21 0170N 0090E 013
California,Nevada,1,39.337887349,-120.93611350299999,21 0170N 0090E 014
California,Nevada,3,39.3081011900001,-120.992228202,21 0170N 0090E 029
California,Nevada,3,39.366936526000096,-120.80283284,21 0170N 0100E 001
California,Nevada,8,39.365737885,-120.859083304,21 0170N 0100E 004
California,Nevada,2,39.3657099710001,-120.87803820799999,21 0170N 0100E 005
California,Nevada,5,39.365904463,-120.897676314,21 0170N 0100E 006
California,Nevada,6,39.3516655560001,-120.87920569799999,21 0170N 0100E 008
California,Nevada,5,39.351672111,-120.86041547200001,21 0170N 0100E 009
California,Nevada,3,39.352277379,-120.841343965,21 0170N 0100E 010
California,Nevada,4,39.352634181999996,-120.822844844,21 0170N 0100E 011
California,Nevada,19,39.3523441450001,-120.803272191,21 0170N 0100E 012
California,Nevada,6,39.3384724860001,-120.803627465,21 0170N 0100E 013
California,Nevada,2,39.3390397750001,-120.823479404,21 0170N 0100E 014
California,Nevada,1,39.3391753760001,-120.84279524899999,21 0170N 0100E 015
California,Nevada,1,39.3378391680001,-120.880312994,21 0170N 0100E 017
California,Nevada,4,39.33785314900009,-120.899106642,21 0170N 0100E 018
California,Nevada,1,39.3244950750001,-120.86194295799999,21 0170N 0100E 021
California,Nevada,2,39.3254334900001,-120.84332556700001,21 0170N 0100E 022
California,Nevada,1,39.3101035070001,-120.80409782299999,21 0170N 0100E 025
California,Nevada,2,39.31061829,-120.82439148200001,21 0170N 0100E 026
California,Nevada,2,39.3108359510001,-120.843482081,21 0170N 0100E 027
California,Nevada,1,39.310175515,-120.86215248,21 0170N 0100E 028
California,Nevada,6,39.2951146720001,-120.880616836,21 0170N 0100E 032
California,Nevada,1,39.2956411380001,-120.862272819,21 0170N 0100E 033
California,Nevada,4,39.29577813,-120.84343877,21 0170N 0100E 034
California,Nevada,5,39.295964792000106,-120.82476466899999,21 0170N 0100E 035
California,Nevada,1,39.295654864,-120.804285888,21 0170N 0100E 036
California,Nevada,1,39.368012277,-120.70880942,21 0170N 0110E 002
California,Nevada,2,39.3678337860001,-120.746126858,21 0170N 0110E 004
California,Nevada,4,39.367675046,-120.783636949,21 0170N 0110E 006
California,Nevada,1,39.3531666760001,-120.78363546799999,21 0170N 0110E 007
California,Nevada,2,39.3532917790001,-120.764801825,21 0170N 0110E 008
California,Nevada,6,39.353306976999995,-120.74609823,21 0170N 0110E 009
California,Nevada,7,39.3533381660001,-120.72747096200001,21 0170N 0110E 010
California,Nevada,3,39.3534516060001,-120.70869744,21 0170N 0110E 011
California,Nevada,4,39.3534929090001,-120.689774121,21 0170N 0110E 012
California,Nevada,1,39.338955078000005,-120.689820738,21 0170N 0110E 013
California,Nevada,1,39.338928814,-120.708637438,21 0170N 0110E 014
California,Nevada,8,39.338656062,-120.78373655200001,21 0170N 0110E 018
California,Nevada,2,39.324344708000105,-120.764828024,21 0170N 0110E 020
California,Nevada,1,39.324423789,-120.68984292100001,21 0170N 0110E 024
California,Nevada,1,39.3097433550001,-120.746132584,21 0170N 0110E 028
California,Nevada,2,39.309759031999995,-120.764838449,21 0170N 0110E 029
California,Nevada,3,39.2952412160001,-120.76480168,21 0170N 0110E 032
California,Nevada,1,39.295168077,-120.74614275200001,21 0170N 0110E 033
California,Nevada,2,39.295163276,-120.708606819,21 0170N 0110E 035
California,Nevada,1,39.3681359710001,-120.670791478,21 0170N 0120E 006
California,Nevada,2,39.3534133900001,-120.61439984100001,21 0170N 0120E 010
California,Nevada,1,39.338682287,-120.57695750399999,21 0170N 0120E 013
California,Nevada,1,39.3389420440001,-120.67092644600001,21 0170N 0120E 018
California,Nevada,2,39.324496751,-120.65212021,21 0170N 0120E 020
California,Nevada,2,39.338548055,-120.483380689,21 0170N 0130E 014
California,Nevada,8,39.397385226,-121.050247903,21 0180N 0080E 026
California,Nevada,2,39.3970063190001,-121.068934196,21 0180N 0080E 027
California,Nevada,7,39.396623429,-121.08734217700001,21 0180N 0080E 028
California,Nevada,2,39.381478176,-121.12386388200001,21 0180N 0080E 031
California,Nevada,8,39.3819284900001,-121.106049535,21 0180N 0080E 032
California,Nevada,4,39.382476636999996,-121.03053950799999,21 0180N 0080E 036
California,Nevada,4,39.4242983720001,-120.91732392600001,21 0180N 0090E 013
California,Nevada,2,39.4248242200001,-120.954087876,21 0180N 0090E 015
California,Nevada,12,39.4117069870001,-121.01160389299999,21 0180N 0090E 019
California,Nevada,4,39.409694431999995,-120.99169666600001,21 0180N 0090E 020
California,Nevada,1,39.4096213340001,-120.972841984,21 0180N 0090E 021
California,Nevada,4,39.4096895770001,-120.95420178799999,21 0180N 0090E 022
California,Nevada,2,39.4095187080001,-120.935690465,21 0180N 0090E 023
California,Nevada,1,39.409203039,-120.91709955200001,21 0180N 0090E 024
California,Nevada,1,39.3946245550001,-120.935741479,21 0180N 0090E 026
California,Nevada,4,39.394829659,-120.972955105,21 0180N 0090E 028
California,Nevada,13,39.3968279420001,-121.011679209,21 0180N 0090E 030
California,Nevada,4,39.3803162340001,-120.95442493200001,21 0180N 0090E 034
California,Nevada,10,39.440774235999996,-120.85908058,21 0180N 0100E 009
California,Nevada,15,39.440633704,-120.840408315,21 0180N 0100E 010
California,Nevada,11,39.441040915,-120.82275656799999,21 0180N 0100E 011
California,Nevada,19,39.439767900999996,-120.806329751,21 0180N 0100E 012
California,Nevada,9,39.424525255,-120.804936981,21 0180N 0100E 013
California,Nevada,2,39.4246637620001,-120.821992993,21 0180N 0100E 014
California,Nevada,4,39.424159822,-120.840358971,21 0180N 0100E 015
California,Nevada,32,39.42381680400009,-120.859851077,21 0180N 0100E 016
California,Nevada,8,39.425580822,-120.87914514399999,21 0180N 0100E 017
California,Nevada,14,39.425420914,-120.897454662,21 0180N 0100E 018
California,Nevada,2,39.4094908110001,-120.859516835,21 0180N 0100E 021
California,Nevada,1,39.4097418100001,-120.84043599799999,21 0180N 0100E 022
California,Nevada,8,39.3946492100001,-120.897594089,21 0180N 0100E 030
California,Nevada,5,39.38029572,-120.859081931,21 0180N 0100E 033
California,Nevada,2,39.3813233720001,-120.803320199,21 0180N 0100E 036
California,Nevada,8,39.4557097630001,-120.74634588,21 0180N 0110E 004
California,Nevada,10,39.455868535,-120.76512288200001,21 0180N 0110E 005
California,Nevada,2,39.439655181,-120.785655889,21 0180N 0110E 007
California,Nevada,1,39.441189696,-120.76517003100001,21 0180N 0110E 008
California,Nevada,1,39.4414543030001,-120.74632487,21 0180N 0110E 009
California,Nevada,4,39.441371120999996,-120.727444731,21 0180N 0110E 010
California,Nevada,6,39.4266618550001,-120.72752619799999,21 0180N 0110E 015
California,Nevada,4,39.42676699,-120.74633957799999,21 0180N 0110E 016
California,Nevada,1,39.426477057000106,-120.76522047200001,21 0180N 0110E 017
California,Nevada,8,39.4119657800001,-120.76526834299999,21 0180N 0110E 020
California,Nevada,3,39.412017301,-120.746200628,21 0180N 0110E 021
California,Nevada,2,39.411913462,-120.727527656,21 0180N 0110E 022
California,Nevada,1,39.411890602,-120.70883186200001,21 0180N 0110E 023
California,Nevada,3,39.3972153980001,-120.727685167,21 0180N 0110E 027
California,Nevada,5,39.397337183000005,-120.74634745899999,21 0180N 0110E 028
California,Nevada,1,39.397253575,-120.76522314700001,21 0180N 0110E 029
California,Nevada,3,39.396381584000004,-120.784808695,21 0180N 0110E 030
California,Nevada,6,39.382256487000106,-120.784092435,21 0180N 0110E 031
California,Nevada,5,39.3823963840001,-120.76489364,21 0180N 0110E 032
California,Nevada,1,39.3827187590001,-120.689683126,21 0180N 0110E 036
California,Nevada,1,39.4410406220001,-120.576603874,21 0180N 0120E 012
California,Nevada,4,39.38273881,-120.670688355,21 0180N 0120E 031
California,Nevada,8,39.3826961300001,-120.651984339,21 0180N 0120E 032
California,Nevada,1,39.382191741,-120.50220031100001,21 0180N 0130E 034
California,Nevada,2,39.499563643,-120.689213921,21 0190N 0110E 024
California,Nevada,2,39.485148747,-120.708282346,21 0190N 0110E 026
