Mine,County,Elevation,Commodity,Latitude,Longitude,MRDS
Dredge Tailings.,Placer,na,Gold,38.83167,-121.15917,10032012
Bogus Thunder,Placer,2001 Feet,Gold,39.0672,-120.68220,10213305
Double O,Placer,3720 Feet,Gold,39.0928,-120.68330,10286243
Mary Red,Placer,3340 Feet,Gold,39.2114,-120.82190,10212882
North Star,Placer,3281 Feet,Gold,39.2089,-120.84330,10212812
Bradley & Gardner,Placer,3399 Feet,Gold,39.2217,-120.82060,10261421
Iowa Hill & Byrds Flat,Placer,2999 Feet,Gold,39.1106,-120.84080,10116292
Martin,Placer,2799 Feet,Gold,39.1069,-120.89500,10213283
Kinder River,Placer,2598 Feet,Gold,39.1189,-120.85280,10286145
Masonic,Placer,3041 Feet,Gold,39.1183,-120.83560,10164446
Atlas,Placer,3599 Feet,Gold,39.1178,-120.81560,10236772
Pond Pit,Placer,2641 Feet,Gold,39.0033,-120.84720,10116209
Unnamed Prospect,Placer,1801 Feet,Gold,39.1228,-120.91970,10237361
Belle Union,Placer,2001 Feet,Gold,39.0197,-120.94220,10139713
Bauer,Placer,1401 Feet,Gold,39.0428,-120.92390,10140162
Andeson Pit,Placer,3399 Feet,Gold,39.0772,-120.71640,10286014
Horseshoe Bar,Placer,1040 Feet,Gold,39.0058,-120.76940,10236754
Black Hawk,Placer,2999 Feet,Gold,39.0553,-120.82330,10140215
E.M. Kaufield,Placer,190 Feet,Gold,38.905,-121.27360,10285999
Mayflower,Placer,3081 Feet,Gold,39.0408,-120.81750,10212787
Bob Lewis,Placer,4600 Feet,Gold,39.13833,-120.70139,10077049
Adams Pit,Placer,2799 Feet,Gold,39.03528,-120.83889,10077004
Lincoln Gold Dredging Co,Placer,180 Feet,Gold,38.9342,-121.27250,10212953
Big Ben Cons,Placer,276 Feet,Gold,38.9489,-121.25750,10261317
Boulder,Placer,951 Feet,Gold,38.89667,-121.11639,10007717
Monarch,Placer,1759 Feet,Gold,38.97639,-120.95222,10007727
Success,Placer,3599 Feet,Gold,39.1325,-120.81670,10212605
Unnamed,Placer,3120 Feet,Gold,39.01556,-120.80306,10103132
Keystone,Placer,3199 Feet,Gold,39.1381,-120.83140,10237077
California,Placer,1099 Feet,Gold,38.88444,-121.08556,10007702
Booth,Placer,1161 Feet,Gold,38.89972,-121.09472,10007701
Bobtail Prospect,Placer,659 Feet,Gold,38.9725,-121.22944,10007687
Brunn,Placer,3501 Feet,Gold,39.10667,-120.80389,10086480
Prarie Flower,Placer,5801 Feet,Gold,39.16444,-120.52556,10106518
Rio Del Oro,Placer,2799 Feet,Gold,39.0139,-120.80280,10236851
Prospect,Placer,2398 Feet,Gold,39.0081,-120.80330,10115779
Eva Lode,Placer,2999 Feet,Gold,39.0139,-120.80390,10188666
Drummond Mine,Placer,3599 Feet,Gold,39.09028,-120.79972,10106519
Dredge Tailings,Placer,440 Feet,Gold,38.7944,-121.19110,10236965
E B Skeels & Pantle Bros,Placer,361 Feet,Gold,38.7944,-121.19110,10285618
Roseville Gold Dredging Co,Placer,249 Feet,Gold,38.7067,-121.21690,10116039
Chenoweth Dredger,Placer,361 Feet,Gold,38.7472,-121.19170,10164614
Jarvis,Placer,4400 Feet,Gold,39.145,-120.71333,10110865
Elizabeth Hill,Placer,2799 Feet,Gold,39.08667,-120.86972,10110844
Providence,Placer,3461 Feet,Gold,39.11417,-120.80583,10034900
Lost Emigrant,Placer,6699 Feet,Gold,39.20389,-120.42806,10034892
Iowa Hill,Placer,2799 Feet,Gold,39.11444,-120.84028,10110850
Derby & Wild Cat,Placer,2201 Feet,Gold,38.9933,-120.93330,10164643
Conrad,Placer,951 Feet,Gold,38.89472,-121.10333,10101348
Sharron Cons. Etal,Placer,2799 Feet,Gold,39.18278,-120.73778,10034905
Kings Hill Quartz,Placer,2598 Feet,Gold,39.07056,-120.88056,10034889
Dewey and Stocker,Placer,2799 Feet,Gold,39.03528,-120.77722,10034875
California Nos. One and Two,Placer,5801 Feet,Gold,39.1856,-120.51140,10115914
Baker Ranch,Placer,3694 Feet,Gold,39.055,-120.76170,10285933
Buckeye Bar,Placer,na,Gold,38.93462,-120.96156,10092487
Bonnie Bell,Placer,6959 Feet,Gold,39.2525,-120.44694,10034916
Tyron,Placer,3681 Feet,Gold,39.19389,-120.79250,10034909
Red Bird Consolidated,Placer,2001 Feet,Gold,39.05111,-120.92583,10007734
Bazacoo,Placer,1699 Feet,Gold,38.95778,-120.94861,10007729
Razzle Dazzle,Placer,951 Feet,Gold,38.87722,-121.11278,10007718
Hill Claim,Placer,840 Feet,Gold,38.88667,-121.11139,10007712
E Ext. Shurtleff E. Ext Conrad and New Hope,Placer,1201 Feet,Gold,38.89361,-121.09306,10007705
Crandell Mine,Placer,1040 Feet,Gold,38.89917,-121.10083,10007698
Centennial Mine,Placer,899 Feet,Gold,38.8917,-121.10640,10286181
Secret Town,Placer,2874 Feet,Gold,39.16139,-120.83806,10034904
Rough & Ready,Placer,2841 Feet,Gold,39.0156,-120.82360,10164653
Gillespie,Placer,2841 Feet,Gold,39.0169,-120.85780,10188699
Oro & Dardanelles,Placer,3041 Feet,Gold,39.0167,-120.84110,10140410
Eva Lode,Placer,2001 Feet,Gold,39.00833,-120.79944,10034879
Jupiter,Placer,3360 Feet,Gold,39.0881,-120.81580,10189026
Dredged Areas,Placer,na,Gold,39.035,-121.34100,10032008
Unnamed Prospects,Placer,6401 Feet,Gold,39.2103,-120.21220,10164649
Roosevelt,Placer,6998 Feet,Gold,39.1944,-120.41640,10212707
Canyon Creek Tailings,Placer,2598 Feet,Gold,39.1622,-120.83970,10140261
Rock Creek Mine,Placer,1499 Feet,Gold,38.9389,-121.07360,10237068
Haskell,Placer,1201 Feet,Gold,38.8717,-121.08830,10285946
Pacific Slab,Placer,4701 Feet,Gold,39.10306,-120.64194,10034897
Russian Ravine Mine,Placer,5000 Feet,Gold,39.04472,-120.51556,10077069
American Eagle Mine,Placer,2201 Feet,Gold,39.1842,-120.71390,10213049
Three Queens,Placer,1401 Feet,Gold,39.0108,-120.78610,10237158
Johnny Rafael,Placer,2799 Feet,Gold,39.0231,-120.77220,10261548
Golden Sheaf,Placer,2999 Feet,Gold,39.0342,-120.73420,10213050
Argonaut & Sunset,Placer,3320 Feet,Gold,39.045,-120.72500,10164244
Ferrier Diggings,Placer,2201 Feet,Gold,39.02139,-120.78167,10103118
Walsh,Placer,2398 Feet,Gold,38.9739,-120.87780,10285957
Blue Channel,Placer,2799 Feet,Gold,39.1319,-120.83690,10237338
Erie,Placer,na,Gold,39.12111,-120.91833,10032097
American River Gold Mng. Co.,Placer,na,Gold,38.966,-120.93800,10032081
Dam Claim,Placer,4199 Feet,Gold,39.11583,-120.70667,10077051
Campbell,Placer,2720 Feet,Gold,39.085,-120.84583,10077025
Redstone,Placer,4199 Feet,Gold,39.23694,-120.69306,10106516
C N Chittenden Lease,Placer,200 Feet,Gold,38.9775,-121.30111,10077001
Tailings Indicating Dredged Area,Placer,na,Gold,38.9475,-121.14083,10032044
Sisley Sicily Mine,Placer,na,Gold,38.86361,-121.15750,10032038
Reported Occurrence,Placer,na,Gold,38.90417,-121.19639,10032034
Barton Drift Mine,Placer,na,Gold,38.77389,-121.19639,10032022
Reported Mine,Placer,na,Gold,38.91861,-121.06667,10032054
Unnamed Location,Placer,2080 Feet,Gold,39.1467,-120.93610,10237090
Victory,Placer,2920 Feet,Gold,39.1461,-120.91060,10285744
Home Stake,Placer,3999 Feet,Gold,39.00333,-120.68167,10034888
Cameron Mine,Placer,3599 Feet,Gold,39.0908,-120.71530,10212735
Gas Hill,Placer,3599 Feet,Gold,39.0828,-120.71420,10237431
Devils Basin Cons Mines,Placer,3599 Feet,Gold,39.0892,-120.65690,10116099
Boedner,Placer,2598 Feet,Gold,38.9958,-120.69110,10188445
Homestake,Placer,1401 Feet,Gold,39.0036,-120.78420,10188675
Alta Mine,Placer,3760 Feet,Gold,39.20972,-120.80139,10077031
Spanish,Placer,1050 Feet,Gold,38.90361,-121.12444,10007695
Penryn Gold Mines Co,Placer,600 Feet,Gold,38.8508,-121.15810,10189204
Antelope Creek Dredging Co,Placer,400 Feet,Gold,38.8433,-121.19530,10285624
Old Pacific,Placer,640 Feet,Gold,38.8594,-121.14420,10261488
Drift Mine,Placer,499 Feet,Gold,38.8875,-121.18610,10285855
Big Gold Bar,Placer,4400 Feet,Gold,39.0619,-120.52970,10188662
Ben Franklin,Placer,2799 Feet,Gold,39.0306,-120.84030,10285579
Adams Pit,Placer,2799 Feet,Gold,39.0353,-120.83890,10286278
Excelsior Claim,Placer,3159 Feet,Gold,39.0264,-120.82060,10236862
Christmas Hill,Placer,1601 Feet,Gold,38.9453,-120.94690,10164110
Bezacoo,Placer,1801 Feet,Gold,38.9583,-120.95690,10237217
Dewey Prospect,Placer,1601 Feet,Gold,38.9639,-120.96030,10237315
Tyler Mine,Placer,1801 Feet,Gold,38.9728,-121.01530,10140062
Unnamed Tailings,Placer,4199 Feet,Gold,39.0689,-120.50940,10116169
Pay Day No 1 Prospect,Placer,4199 Feet,Gold,39.0756,-120.50580,10140005
Rublin Mine,Placer,4278 Feet,Gold,39.0997,-120.63670,10236703
Home Ticket Drift Mine,Placer,4531 Feet,Gold,39.11,-120.61440,10116249
Root Hog Mine,Placer,4639 Feet,Gold,39.1214,-120.60530,10237356
Elizabeth,Placer,600 Feet,Gold,38.8478,-121.14420,10115986
Ophir Duncan Hill,Placer,600 Feet,Gold,38.8475,-121.14330,10261252
Chicago,Placer,518 Feet,Gold,38.8492,-121.15080,10285548
Lost Camp Hydraulic Mine,Placer,4259 Feet,Gold,39.23917,-120.71333,10077063
Dixie Queen,Placer,4600 Feet,Gold,39.07139,-120.53694,10110879
Big Blue Mine,Placer,3241 Feet,Gold,39.1856,-120.83580,10164683
Horseshoe Bar,Placer,1040 Feet,Gold,39.09583,-120.86500,10077032
Indiana Hill,Placer,3041 Feet,Gold,39.16361,-120.85306,10110841
Bullion,Placer,1240 Feet,Gold,38.90583,-121.11222,10034868
Quinn Green-Walter Good Friday Cornvcopia,Placer,1040 Feet,Gold,38.90417,-121.12139,10007697
Pacific,Placer,771 Feet,Gold,38.90556,-121.15139,10007682
Two Orphans,Placer,1299 Feet,Gold,38.95389,-121.12944,10007722
Rainbow Gold,Placer,2999 Feet,Gold,39.2067,-120.72670,10115595
Juno,Placer,3638 Feet,Gold,39.1172,-120.81720,10164162
Sour Dough,Placer,3701 Feet,Gold,39.1442,-120.72330,10139646
Yellow Jacket,Placer,381 Feet,Gold,38.7747,-121.18250,10188815
Whiteman and Mather,Placer,1201 Feet,Gold,38.95,-120.94220,10285536
Roach Hill,Placer,2999 Feet,Gold,39.1189,-120.84810,10115642
Carmack,Placer,6230 Feet,Gold,39.17833,-120.53917,10110881
Bear River,Placer,1939 Feet,Gold,39.1522,-120.93250,10261574
Bear River Tunnel,Placer,2201 Feet,Gold,39.1619,-120.91670,10188741
Black Oak,Placer,2001 Feet,Gold,39.0167,-120.94330,10140373
Brushy Creek,Placer,2001 Feet,Gold,39.0328,-120.95030,10164404
Tryon,Placer,3199 Feet,Gold,39.1833,-120.79890,10236749
Damascus,Placer,4400 Feet,Gold,39.1236,-120.70390,10212870
Lucky # 1,Placer,2001 Feet,Gold,39.1114,-120.93530,10286077
Central Mine,Placer,2598 Feet,Gold,39.1836,-120.72470,10261323
Derby,Placer,3638 Feet,Gold,39.1058,-120.70690,10140055
International,Placer,2201 Feet,Gold,38.9903,-120.91810,10115680
Razzle Dazzle,Placer,1001 Feet,Gold,38.8761,-121.10690,10212681
R H Lee Claim,Placer,899 Feet,Gold,38.8889,-121.09970,10261828
Golden Stag Vein,Placer,1001 Feet,Gold,38.8925,-121.10000,10261439
Dardanelles,Placer,3199 Feet,Gold,39.09083,-120.82083,10077008
El Dorado Cash Rock,Placer,4800 Feet,Gold,39.1181,-120.60250,10189229
Sierra View Mines,Placer,6001 Feet,Gold,39.1106,-120.52720,10164724
Blue Eyes Prospect,Placer,5801 Feet,Gold,39.1061,-120.54690,10115706
Canada Hill,Placer,6201 Feet,Gold,39.1703,-120.53970,10286224
Unnamed Location,Placer,6401 Feet,Gold,39.1606,-120.51080,10212932
Carmack,Placer,6230 Feet,Gold,39.1783,-120.53920,10213332
Golden West,Placer,6401 Feet,Gold,39.1856,-120.53030,10285991
Big John,Placer,2201 Feet,Gold,39.04056,-120.91611,10101362
Hidden Treasure Mine,Placer,3681 Feet,Gold,39.0969,-120.71220,10261907
Dam Claim,Placer,4199 Feet,Gold,39.1158,-120.70670,10139970
Dixie Queen,Placer,4600 Feet,Gold,39.0714,-120.53690,10188495
Big Bar Placer Mine,Placer,4199 Feet,Gold,39.0753,-120.53110,10164740
Pine Nut,Placer,4869 Feet,Gold,39.0733,-120.54000,10115570
Hard Climb Prospect,Placer,5200 Feet,Gold,39.0864,-120.52390,10115794
Clara Tunnel,Placer,4239 Feet,Gold,39.1283,-120.68280,10189143
Gouge Eye,Placer,3999 Feet,Gold,39.1156,-120.70420,10261800
General Utility,Placer,210 Feet,Gold,38.7372,-121.23420,10236778
Sequel,Placer,400 Feet,Gold,38.7747,-121.17970,10285876
Scouler,Placer,400 Feet,Gold,38.7758,-121.18000,10261609
Unnamed Location,Placer,6801 Feet,Gold,39.2808,-120.57500,10140294
Nob Hill,Placer,6319 Feet,Gold,39.1606,-120.53810,10115646
Merz Mine,Placer,6201 Feet,Gold,39.1622,-120.55060,10140233
Gold King,Placer,6201 Feet,Gold,39.1625,-120.54670,10164064
Tagpole Cons,Placer,5801 Feet,Gold,39.1836,-120.56750,10189070
Shady Lode,Placer,5801 Feet,Gold,39.1853,-120.56470,10164517
Tahoe Treasure Prospect,Placer,7041 Feet,Gold,39.0661,-120.16610,10115735
Black Spanish No. 2,Placer,899 Feet,Gold,38.90972,-121.13306,10034861
Crescent Hill,Placer,1601 Feet,Gold,39.1089,-120.92170,10261947
Rainy Day,Placer,1601 Feet,Gold,38.9603,-120.89890,10116078
Unnamed Placer,Placer,5719 Feet,Gold,39.0778,-120.50640,10140271
Perkins,Placer,1099 Feet,Gold,38.9217,-121.03330,10164049
Penn Valley,Placer,2402 Feet,Gold,39.1475,-120.83390,10140260
Pedleton,Placer,5000 Feet,Gold,39.1478,-120.58500,10140389
Old Log Cabin,Placer,1991 Feet,Gold,39.1828,-120.77890,10261242
Murdock,Placer,400 Feet,Gold,38.775,-121.18080,10164588
Mohawk,Placer,1801 Feet,Gold,39.0317,-120.70920,10116021
Mcgetchin,Placer,3681 Feet,Gold,39.1033,-120.81670,10188764
Marigold,Placer,1801 Feet,Gold,39.0142,-120.78470,10286144
Lucky Link,Placer,919 Feet,Gold,38.8625,-121.10670,10188851
Hazard Mine,Placer,3281 Feet,Gold,39.0478,-120.75390,10213128
Unnamed Placer,Placer,2201 Feet,Gold,39.175,-120.78060,10139705
Unnamed Placer,Placer,2080 Feet,Gold,39.1964,-120.75190,10261205
Unnamed Placer,Placer,2001 Feet,Gold,39.1839,-120.74720,10261690
Five Bucks Placer,Placer,3150 Feet,Gold,39.2194,-120.51670,10212613
Unnamed Placer,Placer,1919 Feet,Gold,39.1869,-120.75970,10189142
Dry Hill and Blue Jay,Placer,2001 Feet,Gold,39.00806,-120.78028,10034877
Reported Occurrence,Placer,2799 Feet,Gold,39.1367,-120.87860,10140319
Drummond Mine,Placer,3340 Feet,Gold,39.0906,-120.80000,10237297
Pioneer Cons,Placer,3199 Feet,Gold,39.1669,-120.72580,10139989
Empire & Humbug Flat,Placer,2598 Feet,Gold,39.1828,-120.72670,10188661
Julia,Placer,2201 Feet,Gold,39.1811,-120.72580,10115546
Southern Cross,Placer,2300 Feet,Gold,39.1742,-120.72610,10164432
Blue Bell,Placer,2201 Feet,Gold,39.1847,-120.72000,10189136
Union,Placer,2598 Feet,Gold,39.12,-120.85420,10115593
Roach Hill Quartz,Placer,3120 Feet,Gold,39.1172,-120.84640,10212790
Anglo American,Placer,3199 Feet,Gold,39.1122,-120.83500,10236827
Dry Hill,Placer,2001 Feet,Gold,39.0081,-120.78030,10115733
Indian Canyon,Placer,3199 Feet,Gold,39.1186,-120.84360,10188671
Unnamed Location,Placer,3041 Feet,Gold,39.1169,-120.83420,10237301
Hydraulic Mine,Placer,3999 Feet,Gold,39.0008,-120.65060,10115596
Golden West Prospect,Placer,2598 Feet,Gold,39.2072,-120.71920,10164263
Elite,Placer,4400 Feet,Gold,39.2086,-120.77440,10285828
North American Prospect,Placer,3799 Feet,Gold,39.2219,-120.74530,10164410
Ferrari Property,Placer,174 Feet,Gold,38.8914,-121.27470,10261595
W Fay and Lucky No. 3,Placer,1601 Feet,Gold,39.1089,-120.91940,10213090
Elmore Hill,Placer,3399 Feet,Gold,39.2225,-120.81940,10261659
Depression,Placer,600 Feet,Gold,38.7889,-121.12810,10261397
Burcham,Placer,801 Feet,Gold,38.8783,-121.14390,10115712
Big Bend,Placer,1201 Feet,Gold,38.9764,-120.82920,10164708
B and V,Placer,6201 Feet,Gold,39.1331,-120.52890,10261392
Sailor Canyon Mine,Placer,5240 Feet,Gold,39.1864,-120.49390,10115569
Avalon,Placer,5600 Feet,Gold,39.1844,-120.49560,10261681
Unnamed Prospect,Placer,5620 Feet,Gold,39.1953,-120.46830,10212867
Van Giesen,Placer,1900 Feet,Gold,38.9933,-121.06920,10261644
Brooklyn & Olympic,Placer,4839 Feet,Gold,39.1122,-120.60940,10140279
Belle Verne Prospect,Placer,4879 Feet,Gold,39.1128,-120.60560,10164239
Salig Mine,Placer,1319 Feet,Gold,38.91389,-121.07500,10103129
Lucky George,Placer,4199 Feet,Gold,39.0622,-120.53140,10285871
Grey Eagle,Placer,2320 Feet,Gold,39.0083,-120.89440,10285687
Unnamed Location,Placer,2598 Feet,Gold,39.0047,-120.89170,10164014
Unnamed Location,Placer,2598 Feet,Gold,38.9911,-120.89530,10261817
Boles Placer,Placer,801 Feet,Gold,38.8469,-121.07060,10286118
Birds Flat,Placer,2999 Feet,Gold,39.1317,-120.83500,10286281
Truro Placer Mine,Placer,1801 Feet,Gold,39.1342,-120.84940,10115629
Gold Prospect,Placer,8399 Feet,Gold,39.29,-120.01000,10139993
Unnamed Location,Placer,1299 Feet,Gold,38.9242,-121.01640,10139694
North Star,Placer,1801 Feet,Gold,38.9797,-120.95580,10261876
Mack,Placer,1801 Feet,Gold,38.9764,-120.95330,10140365
Haub,Placer,3799 Feet,Gold,39.2239,-120.74330,10164701
Shady Run,Placer,2999 Feet,Gold,39.2231,-120.73560,10164427
Redstone,Placer,3799 Feet,Gold,39.2358,-120.68890,10134572
Azalea Prospect,Placer,4600 Feet,Gold,39.2428,-120.72810,10188607
Sharon Cons,Placer,2398 Feet,Gold,39.1864,-120.74810,10116191
Debb,Placer,2201 Feet,Gold,39.1847,-120.74690,10237038
Big Spring,Placer,2999 Feet,Gold,39.015,-120.83330,10189046
Dardanelles,Placer,3199 Feet,Gold,39.0908,-120.82080,10164183
Carter Wallace & Augustine,Placer,5919 Feet,Gold,39.1128,-120.53060,10164125
Unnamed Strip Mine,Placer,5919 Feet,Gold,39.1131,-120.52750,10236898
Millers Defeat,Placer,5961 Feet,Gold,39.115,-120.52690,10261583
Flat Ravine,Placer,5600 Feet,Gold,39.1197,-120.50830,10261424
Glenn Cons,Placer,6201 Feet,Gold,39.1281,-120.51940,10285615
Bald Mountain,Placer,6201 Feet,Gold,39.1275,-120.52360,10286296
Park & Brown,Placer,6119 Feet,Gold,39.1344,-120.52140,10237347
Savage Workings,Placer,6079 Feet,Gold,39.1311,-120.52170,10139860
Fall Ravine,Placer,6401 Feet,Gold,39.1333,-120.53170,10286135
Prairie Flower,Placer,6201 Feet,Gold,39.1614,-120.53080,10212742
Lee,Placer,499 Feet,Gold,38.7819,-121.18190,10164142
Shenanigan Mine,Placer,1949 Feet,Gold,38.9633,-120.90690,10285610
Eureka Mine,Placer,640 Feet,Gold,38.8903,-121.14330,10115895
Gold Blossom,Placer,820 Feet,Gold,38.9025,-121.14250,10285653
Auburn-Pacific,Placer,860 Feet,Gold,38.9061,-121.14390,10139708
Trio,Placer,801 Feet,Gold,38.9042,-121.14860,10139671
Reciprocity,Placer,679 Feet,Gold,38.9086,-121.16670,10188631
Barton Drift Mine,Placer,400 Feet,Gold,38.7742,-121.19940,10164569
Golden Channel,Placer,5361 Feet,Gold,39.2797,-120.68890,10237078
Golden River,Placer,3999 Feet,Gold,39.1531,-120.69500,10164351
Red Point,Placer,3760 Feet,Gold,39.1506,-120.71810,10261249
Alameda & Cape Horn Tunnels,Placer,4239 Feet,Gold,39.1542,-120.68440,10285967
Bonanza,Placer,2799 Feet,Gold,39.16,-120.70530,10164278
Bake Oven Placer,Placer,1801 Feet,Gold,39.0456,-120.68250,10237291
Cuckoo,Placer,4400 Feet,Gold,39.0756,-120.64060,10164335
Rattlesnake,Placer,3399 Feet,Gold,39.0794,-120.66690,10188572
Harkness,Placer,3858 Feet,Gold,39.0822,-120.67670,10163981
Sourdough Pit,Placer,3799 Feet,Gold,39.0939,-120.65720,10164321
Basin Mine,Placer,3799 Feet,Gold,39.0936,-120.65940,10212821
American Hill,Placer,5098 Feet,Gold,39.1411,-120.58720,10139732
Hogsback Prospect,Placer,4879 Feet,Gold,39.1883,-120.60970,10237313
Packard Train,Placer,5400 Feet,Gold,39.1856,-120.58580,10116003
Greek,Placer,5200 Feet,Gold,39.1731,-120.58440,10261995
Union Tunnel,Placer,5059 Feet,Gold,39.1917,-120.59390,10286216
Mohawk,Placer,3599 Feet,Gold,39.1167,-120.81670,10115681
Randall,Placer,3481 Feet,Gold,39.1131,-120.79640,10115666
Australian Mine,Placer,3199 Feet,Gold,39.1128,-120.80190,10261670
Thundering Bar,Placer,3993 Feet,Gold,39.0306,-120.81890,10164255
Thompson,Placer,499 Feet,Gold,38.7889,-121.16190,10164375
Shoestring,Placer,3360 Feet,Gold,39.0889,-120.81560,10164011
Sera,Placer,607 Feet,Gold,38.8175,-121.14500,10261787
Bachelor Pit,Placer,3330 Feet,Gold,39.0786,-120.71530,10261917
Butte Mine,Placer,1959 Feet,Gold,39.0608,-120.68250,10116220
Peters Mine,Placer,3780 Feet,Gold,39.0836,-120.68440,10139711
Lloyd Mine,Placer,3799 Feet,Gold,39.0822,-120.68670,10213114
Hornby Mine,Placer,14760 Feet,Gold,39.0806,-120.68080,10261535
Darling Mine,Placer,3799 Feet,Gold,39.0836,-120.69030,10207373
Copper Bottom,Placer,3399 Feet,Gold,39.1125,-120.80390,10140392
Golden Star,Placer,3599 Feet,Gold,39.1314,-120.79780,10261918
Gould Mine,Placer,3599 Feet,Gold,39.1317,-120.81530,10213065
Empire Mine,Placer,3199 Feet,Gold,39.1275,-120.83610,10188656
North Hill,Placer,2999 Feet,Gold,39.1333,-120.83440,10261869
Bear River,Placer,1991 Feet,Gold,39.0633,-120.99580,10261246
Mountain Tunnel,Placer,2598 Feet,Gold,38.9997,-120.84030,10236890
Cash In Dump,Placer,6680 Feet,Gold,39.2067,-120.43170,10188920
Lost Emigrant,Placer,6480 Feet,Gold,39.2044,-120.42810,10286259
Unnamed Location,Placer,7598 Feet,Gold,39.2006,-120.33750,10115785
Wubbena,Placer,7598 Feet,Gold,39.2028,-120.33220,10261215
Liberty,Placer,5200 Feet,Gold,39.1144,-120.45030,10237245
Chalk Bluff Occurence,Placer,5400 Feet,Gold,39.1397,-120.41640,10140263
Placer Queen,Placer,5699 Feet,Gold,39.1844,-120.45750,10236949
Joe Dandy,Placer,7198 Feet,Gold,39.1892,-120.41530,10188562
Westlake,Placer,5801 Feet,Gold,39.1517,-120.58310,10285581
Hungry Hollow Tunnel,Placer,5440 Feet,Gold,39.1883,-120.57920,10261721
Theodore Larkin,Placer,2001 Feet,Gold,39.0478,-120.89750,10237065
Ralston Divide Gravel Mine,Placer,3199 Feet,Gold,38.9886,-120.66830,10237238
Ralston Mine,Placer,3579 Feet,Gold,39.0061,-120.67560,10140302
Golden Riffle Mine,Placer,4600 Feet,Gold,39.115,-120.59810,10188777
Pacific Gold Gravel,Placer,4839 Feet,Gold,39.1175,-120.60780,10188977
Starr Mine,Placer,4800 Feet,Gold,39.1181,-120.60310,10286315
Herman Mine,Placer,4439 Feet,Gold,39.1347,-120.63780,10285839
President Wilson,Placer,4800 Feet,Gold,39.1308,-120.65690,10140161
Unnamed Location,Placer,4800 Feet,Gold,39.1386,-120.64360,10164460
Schultz Mine,Placer,4678 Feet,Gold,39.1456,-120.64030,10236986
San Jose Keystone,Placer,2841 Feet,Gold,39.0503,-120.83750,10285978
Red Deer,Placer,1401 Feet,Gold,38.9361,-121.01610,10285570
Recalp,Placer,318 Feet,Gold,38.9047,-121.23690,10261255
Delmus Group,Placer,3520 Feet,Gold,39.2153,-120.81810,10261792
J L Gould Group,Placer,3041 Feet,Gold,39.2231,-120.81830,10188625
Pine Nut,Placer,4869 Feet,Gold,39.07333,-120.54000,10110878
Quien Sabe,Placer,6201 Feet,Gold,39.1608,-120.52890,10188952
Auburn,Placer,4800 Feet,Gold,39.1436,-120.64060,10116008
Pigeon Roost Mine,Placer,3799 Feet,Gold,38.9322,-120.57220,10164229
Scott & Glacier,Placer,4800 Feet,Gold,39.2231,-120.67000,10116184
Mammoth,Placer,4800 Feet,Gold,39.2217,-120.66940,10140204
North Fork American River,Placer,2999 Feet,Gold,39.2089,-120.60330,10212692
