i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
4157	"10159186"	"1991"	4	""	"In-situ"							60000000	60000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4158	"10159186"	"1991"	3	""	"In-situ"							32000000	32000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4159	"10159186"	"1991"	2	""	"In-situ"							260000000	260000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4160	"10159186"	"1991"	1	""	"In-situ"					600000000	600000000		600000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4161	"10194763"	"1947"	1	""	"In-situ"							4200	4200		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4162	"10231335"	"1975"	1	""	"In-situ"					1600000	1600000		1600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4163	"10069267"	"1973"	6	""	"In-situ"								507000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4164	"10134127"	"1988"	3	""	"In-situ"				59040000		59040000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4165	"10082638"	"1995"	1	""	"In-situ"			2							""	"Y"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
4166	"10107453"	"1988"	1	""	"In-situ"								1910000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4167	"10024518"	"1981"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4168	"10231288"	"1993"	1	""	"In-situ"				572727		572727		1193900		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4169	"10078343"	"2003"	1	"Proven and Probable Reserves"	"In-situ"								650000		"mt ore"	"Y"	""	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
4170	"10078343"	"2003"	2	"Additional Resource"	"In-situ"								2043000		"mt ore"	""	""	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
4171	"10078343"	"1998"	3	"Lead-silver resource"	"In-situ"								316000		"mt ore"	""	""	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
4172	"10100706"	"1991"	1	""	"In-situ"								2267000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4173	"10133467"	"1979"	2	""	"In-situ"							42100000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4174	"10133467"	"1979"	1	""	"In-situ"							255400000	255400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4175	"10310373"	"1984"	24	""	"In-situ"								454000		"mt ore"	""	""	"MAS migration"	"21-APR-2009 07:17:50"	""	""
4176	"10310373"	"1984"	25	""	"In-situ"				509000		509000		509000		"mt ore"	""	""	"MAS migration"	"21-APR-2009 07:17:50"	""	""
4177	"10079689"	"1976"	22	""	"In-situ"								25000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4178	"10079689"	"1968"	20	""	"In-situ"								25000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4179	"10091627"	"2010"	1	""	"In-situ"					432000					"tons"	""	"1.45 million pounds U3O8 indicated resources in 432,000 tons at an average grade of 0.17% U3O8."	"AWILSON"	"07-JAN-11"	""	""
4180	"10067406"	"1973"	1	""	"In-situ"				22675000						"metric tons"	""	""	"DCAUSEY"	"07-JAN-11"	""	""
4181	"10400355"	"2006"	2	""	"In-situ"							1100000			"pounds"	""	"1.1 million pounds U3O8 at 0.076%."	"AWILSON"	"05-JAN-11"	"AWILSON"	"05-JAN-11"
4182	"10400355"	"2006"	1	""	"In-situ"					9800000					"pounds"	""	"9.8 million pounds of U3O8 at 0.058%"	"AWILSON"	"05-JAN-11"	"AWILSON"	"05-JAN-11"
4183	"10057692"	"1983"	5	""	"In-situ"								200000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4184	"10057692"	"1936"	3	""	"Tailings"								390000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4185	"10057692"	"1936"	1	""	"In-situ"								200000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4186	"10006237"	"1987"	3	""	"In-situ"								33593000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4187	"10006237"	"1987"	1	""	"In-situ"								38982000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4188	"10102466"	"1955"	1	""	"In-situ"								7374000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4189	"10137247"	"1984"	2	""	"In-situ"					33068	33068		33068		"mt commodity"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4190	"10137247"	"1984"	1	""	"In-situ"					2020	2020		2020		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4191	"10250858"	"1997"	4	""	"In-situ"						14514955		14514955		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4192	"10250858"	"1995"	3	""	"In-situ"						14500441		14500441		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4193	"10250858"	"1994"	2	""	"In-situ"						14500000		14500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4194	"10059208"	"1980"	1	""	"In-situ"								9720000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4195	"10024316"	"1982"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4196	"10207962"	"1988"	1	""	"In-situ"					30000000	30000000		30000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4197	"10047572"	"1990"	30	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4198	"10047572"	"1986"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4199	"10047572"	"1984"	1	""	"In-situ"								1000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4200	"10078405"	"2003"	1	"Proven and Probable Reserves at Year End"	"In-situ"								598180		"mt ore"	"Y"	""	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
4201	"10167198"	"1996"	1	""	"In-situ"						12700000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4202	"10167198"	"1995"	3	""	"In-situ"				1400000		1400000		1400000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4203	"10167198"	"1993"	2	""	"In-situ"						397347				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4204	"10044714"	"1990"	3	""	"In-situ"								242000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4205	"10044714"	"1988"	1	""	"In-situ"								228000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4206	"10044714"	"1984"	26	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4207	"10044714"	"1983"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4208	"10044714"	"1982"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4209	"10149819"	"1997"	1	""	"In-situ"								11249000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4210	"10061073"	"1937"	1	""	"In-situ"								4000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4211	"10196818"	"1992"	1	""	"In-situ"								1468820		"mt ore"	"Y"	""	"WHERAN"	"28-JUN-2007 14:48:30"	""	""
4212	"10112590"	"1979"	1	""	"In-situ"					23148	23148		23148		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4213	"10206116"	"1994"	4	""	"In-situ"					187448000	187448000		187448000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4214	"10206116"	"1994"	3	""	"In-situ"					228647000	228647000		228647000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4215	"10206116"	"1994"	2	""	"In-situ"					75503000	75503000		75503000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4216	"10206116"	"1993"	1	""	"In-situ"					165800000	165800000		165800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4217	"10206116"	"1995"	9	""	"In-situ"						631029000		631029000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4218	"10206116"	"1995"	6	""	"In-situ"						467734000		467734000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4219	"10206116"	"1995"	5	""	"In-situ"						166295000		166295000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4220	"10256511"	"1991"	6	""	"In-situ"					920000	920000		920000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4221	"10256511"	"1991"	5	""	"In-situ"				22000		22000		22000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4222	"10256511"	"1991"	4	""	"In-situ"					200000	200000		200000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4223	"10256511"	"1991"	3	""	"In-situ"							117000	117000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4224	"10256511"	"1991"	2	""	"In-situ"				146000		146000		146000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4225	"10256511"	"1991"	1	""	"In-situ"					435000	435000		435000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4226	"10245590"	"1973"	3	""	"In-situ"							6803800	8164600		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4227	"10245590"	"1973"	2	""	"In-situ"							4535900	5443100		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4228	"10245590"	"1973"	1	""	"In-situ"							3628700	4445200		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4229	"10159166"	"1993"	9	""	"In-situ"						8000000		8000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4230	"10060485"	"1967"	20	""	"In-situ"								311500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4231	"10095961"	"1967"	20	""	"In-situ"								46750000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4232	"10060486"	"1967"	20	""	"In-situ"								18890000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4233	"10231120"	"1958"	3	""	"In-situ"				657000		657000		657000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4234	"10094413"	"1978"	3	""	"In-situ"								56000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4235	"10094413"	"1978"	1	""	"In-situ"								7000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4236	"10145670"	"1947"	2	""	"In-situ"				514000		514000		514000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4237	"10145670"	"1947"	1	""	"In-situ"					4748000	4748000	2942000	7690000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4238	"10119357"	"1942"	1	""	"In-situ"				27220		27220		27220		"mt commodity"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4239	"10004933"	"1948"	1	""	"In-situ"								1840000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4240	"10009863"	"1960"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4241	"10255451"	"1975"	1	""	"In-situ"					627000	627000		627000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4242	"10230839"	"1981"	1	""	"In-situ"				379440000		379440000		379440000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4243	"10158660"	"1982"	1	""	"In-situ"					985000000	985000000		985000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4244	"10182789"	"1936"	1	""	"In-situ"					2000000000	2000000000		2000000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4245	"10286880"	"1942"	1	""	"In-situ"							940000	940000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4246	"10159028"	"1981"	1	""	"In-situ"				300000000		300000000		300000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4247	"10250858"	"1992"	1	""	"In-situ"						14424162		14424162		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4248	"10013302"	"1975"	1	""	"In-situ"								88000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4249	"10304380"	"1990"	1	""	"In-situ"						1600000		1600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4250	"10013371"	"1982"	1	""	"In-situ"							99000			"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"TKLEIN"	"27-MAR-2008 14:10:49"
4251	"10136645"	"1997"	5	""	"In-situ"						8100000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4252	"10136645"	"1996"	4	""	"In-situ"								10544000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4253	"10136645"	"1996"	3	""	"In-situ"							2480000			"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4254	"10136645"	"1996"	2	""	"In-situ"				8064000		8064000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4255	"10136645"	"1992"	1	""	"In-situ"								11800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4256	"10024495"	"1980"	20	""	"In-situ"								26691000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4257	"10400411"	"2009"	1	"Grootboom Tailings"	"In-situ"				1075000						"metric tons"	""	"The resource values are provided for each part of the Grootboom project, so they all are the best record"	"DCAUSEY"	"19-JUL-10"	"DCAUSEY"	"20-JUL-10"
4258	"60000888"	"2010"	1	""	"In-situ"									23000000	"mt"	""	"estimated from Metaline Contact Mines company info."	"PSCHRUBE"	"19-JUL-10"	""	""
4259	"10073175"	"1987"	5	""	"In-situ"								220000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4260	"10073175"	"1987"	3	""	"In-situ"								846000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4261	"10073175"	"1987"	1	""	"In-situ"								38000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4262	"10073145"	"1976"	26	"WEST ZONE"	"In-situ"								8000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4263	"10073145"	"1976"	20	""	"In-situ"				196000000	3000000		23000000			"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4264	"10073145"	"1976"	1	""	"In-situ"								35000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4265	"10158362"	"1993"	3	""	"In-situ"						25000000		25000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4266	"10158362"	"1976"	1	""	"In-situ"					26900000	26900000		26900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4267	"10241948"	"1996"	1	""	"In-situ"					1542000	1542000	5715000	7257000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4268	"10110773"	"1989"	1	""	"In-situ"								20000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4269	"10173236"	"1981"	1	""	"In-situ"					4110	4110		4110		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4270	"10255075"	"1993"	9	""	"In-situ"						539000		539000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4271	"10255075"	"1997"	7	""	"In-situ"						36288		36288		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4272	"10255075"	"1996"	6	""	"In-situ"						92533		92533		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4273	"10255075"	"1993"	5	""	"In-situ"							339000	339000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4274	"10255075"	"1993"	4	""	"In-situ"						327000		327000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4275	"10255075"	"1992"	3	""	"In-situ"							251291	251291		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4276	"10255075"	"1992"	2	""	"In-situ"						538868		538868		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4277	"10255075"	"1992"	1	""	"In-situ"						600000		600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4278	"10285896"	"1994"	1	""	"In-situ"								3411000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4279	"10279025"	"1986"	2	""	"In-situ"						601645		601645		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4280	"10279025"	"1986"	1	""	"In-situ"				290533	311112	601645	1651077	2252722		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4281	"10144271"	"1997"	4	""	"In-situ"							9410000	9410000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"WBFERGUS"	"23-JUN-2008 09:15:30"
4282	"10144271"	"1997"	3	""	"In-situ"						546397		546397		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4283	"10144271"	"1996"	2	""	"In-situ"						7793000	7033000	14826000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"WBFERGUS"	"23-JUN-2008 09:16:04"
4284	"10159166"	"1993"	5	""	"In-situ"						700000		700000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4285	"10159166"	"1993"	4	""	"In-situ"						8000000		8000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4286	"10159166"	"1991"	3	""	"In-situ"						6700000		6700000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4287	"10159166"	"1991"	2	""	"In-situ"					1400000	1400000		1400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4288	"10159166"	"1991"	1	""	"In-situ"				3800000		3800000		3800000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4289	"10008495"	"1967"	4	""	"In-situ"					14880000		14880000	29760000		"mt ore"	""	""	"DCAUSEY"	"24-APR-09"	""	""
4290	"10008495"	"1968"	2	""	"In-situ"							50800000			"mt ore"	""	""	"DCAUSEY"	"24-APR-09"	""	""
4291	"10008495"	"1982"	1	""	"In-situ"								54421000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4292	"10008495"	"1968"	1	""	"In-situ"				5050000	5050000		5050000	15150000		"mt ore"	""	""	"DCAUSEY"	"24-APR-09"	""	""
4293	"10008495"	"1967"	1	""	"In-situ"				17900000	17900000		45750000	81550000		"mt ore"	""	""	"DCAUSEY"	"24-APR-09"	""	""
4294	"10008495"	"1943"	1	""	"In-situ"								19200000		"mt ore"	""	""	"DCAUSEY"	"19-MAY-09"	"DCAUSEY"	"19-MAY-09"
4295	"10048076"	"1986"	1	""	"In-situ"								54000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4296	"10305001"	"1990"	2	""	"In-situ"						140410000		140410000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4297	"10079227"	"1981"	20	""	"In-situ"								7000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4298	"10125725"	"1992"	5	""	"In-situ"						3600000		3600000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4299	"10125725"	"1982"	4	""	"In-situ"					2840000	2840000		2840000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4300	"10125725"	"1946"	3	""	"In-situ"										"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4301	"10125725"	"1966"	2	""	"In-situ"								2300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4302	"10125725"	"1977"	1	""	"In-situ"								2841000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4303	"10023391"	"1953"	1	""	"In-situ"								1000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4304	"10071313"	"1990"	1	""	"In-situ"				136080						"mt ore"	"Y"	""	"WHERAN"	"12-JAN-07"	""	""
4305	"10183178"	"1977"	3	""	"In-situ"				50000000	10000000	60000000	10000000	70000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4306	"10245973"	"1945"	3	""	"In-situ"				366000	108000	474000		474000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4307	"10245973"	"1949"	2	""	"In-situ"				354000	145000	499000		499000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4308	"10245973"	"1982"	1	""	"In-situ"						500000	354000	854000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4309	"10109018"	"1989"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4310	"10109018"	"1988"	5	""	"In-situ"								164000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4311	"10109018"	"1987"	3	""	"In-situ"								340000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4312	"10109018"	"1987"	1	""	"Tailings"								45000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4313	"10232160"	"1987"	3	""	"In-situ"					3000000	3000000		3000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4314	"10072736"	"1969"	20	""	"In-situ"								559711		"mt ore"	"Y"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
4315	"10305162"	"1988"	1	""	"In-situ"					10000000	10000000		10000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4316	"10241468"	"1967"	1	""	"In-situ"					2600000000	2600000000	1320000000	3920000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4317	"10069103"	"1990"	26	"NORTH PIT-GOLD ACRES"	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4318	"10069103"	"1988"	3	""	"In-situ"								2448000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4319	"10069103"	"1987"	1	""	"In-situ"								2176000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
