gid,state,county,ftr_type,ftr_name,ftr_azimut,topo_name,topo_date,topo_scale,compiledby,remarks,gda_id,scanid,dir,longitude,latitude
60146,CA,Siskiyou,"Open Pit Mine",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.5169399589999,41.59052181800007
85707,CA,Siskiyou,Quarry,,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.67943171799993,41.526719219000086
50397,CA,Siskiyou,"Borrow Pit",,0,Hambone,1990,24000,"CA Dept Conserv",,5515073,291135,,-121.7142864889999,41.34009234500007
50409,CA,Siskiyou,"Borrow Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.60591170599992,41.59171059000005
85849,CA,Siskiyou,"Quarry - Pumice","Pumice Mine",0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.70549127999993,41.54885721100004
50411,CA,Siskiyou,"Borrow Pit",,0,"White Horse",1990,24000,"CA Dept Conserv",,5526107,295767,,-121.44749212699992,41.36477211000005
85850,CA,Siskiyou,"Quarry - Pumice","Pumice Mine",0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.7039414059999,41.55017420300004
50425,CA,Siskiyou,"Borrow Pit",,0,"Border Mountain",1990,24000,"CA Dept Conserv",,5509031,299990,,-121.46738921299993,41.38805190800008
490463,CA,Siskiyou,"Cinder Pit",,0,Hambone,1961,62500,USGS,,5502039,297636,,-121.58625826299993,41.38853689800004
50431,CA,Siskiyou,"Borrow Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.5022388669999,41.522395646000064
501910,CA,Siskiyou,"Quarry - Pumice","Pumice Mine",0,"Medicine Lake",1952,62500,USGS,,5502929,298160,,-121.51776472799992,41.59118503000008
501911,CA,Siskiyou,"Quarry - Pumice","Pumice Mine",0,"Medicine Lake",1952,62500,USGS,,5502929,298160,,-121.7033150769999,41.550734083000066
50639,CA,Siskiyou,"Cinder Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.54171918599991,41.51566527500006
50641,CA,Siskiyou,"Cinder Pit",,0,"Porcupine Butte",1990,24000,"CA Dept Conserv",,5521085,294321,,-121.5863158869999,41.48958947700004
50644,CA,Siskiyou,"Cinder Pit",,0,"Porcupine Butte",1990,24000,"CA Dept Conserv",,5521085,294321,,-121.61716057799993,41.43511423800004
50648,CA,Siskiyou,"Cinder Pit",,0,"Porcupine Butte",1990,24000,USGS,,5521085,294321,,-121.50378476899994,41.43892463100008
50649,CA,Siskiyou,"Cinder Pit",,0,"White Horse",1990,24000,"CA Dept Conserv",,5526107,295767,,-121.49317634999994,41.33982164000008
50650,CA,Siskiyou,"Cinder Pit",,0,"Porcupine Butte",1990,24000,"CA Dept Conserv",,5521085,294321,,-121.54813671799991,41.46622041400008
50654,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.74483924399993,41.51617307200007
50655,CA,Siskiyou,"Cinder Pit",,0,"Indian Spring Mountain",1990,24000,"CA Dept Conserv",,5515885,291554,,-121.6215913499999,41.330212137000046
50657,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.71732502099991,41.512821478000035
50660,CA,Siskiyou,"Cinder Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.58949532499992,41.51398585600003
50666,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.7187857809999,41.50880863600008
50667,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.70424137999993,41.54130199900004
50668,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.64301763499992,41.54187114400008
50669,CA,Siskiyou,"Cinder Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.6003771909999,41.52395000100006
50671,CA,Siskiyou,"Cinder Pit",,0,"Little Glass Mountain",1988,24000,"CA Dept Conserv",,5517375,292349,,-121.62695638999992,41.51570394200007
50681,CA,Siskiyou,"Cinder Pit",,0,Hambone,1990,24000,"CA Dept Conserv",,5515073,291135,,-121.63828211499992,41.34357694900007
50682,CA,Siskiyou,"Cinder Pit",,0,"Medicine Lake",1988,24000,"CA Dept Conserv",,5518291,292839,,-121.62213964099993,41.580787103000034
60148,CA,Siskiyou,"Open Pit Mine","Dewey Mine",0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.58275611099992,41.428078947000074
60167,CA,Siskiyou,"Open Pit Mine",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.46974681199993,41.380659335000075
60170,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.59938764299994,41.43034531500007
60179,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.5478848059999,41.483214169000064
50326,CA,Siskiyou,"Borrow Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4417789559999,41.48130511900007
50371,CA,Siskiyou,"Borrow Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44646502699993,41.48889339600004
60191,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.61360794799992,41.442824794000046
50395,CA,Siskiyou,"Borrow Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.42536179899992,41.43838466300008
50659,CA,Siskiyou,"Cinder Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.29032154499993,41.47239289300006
60195,CA,Siskiyou,"Open Pit Mine",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4203648859999,41.432200005000084
50662,CA,Siskiyou,"Cinder Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.29362081699992,41.47350693200008
50677,CA,Siskiyou,"Cinder Pit",,0,"Mt. Shasta",1986,24000,"CA Dept Conserv",,5519255,293351,,-122.19070285399994,41.47926621100004
52286,CA,Siskiyou,"Gravel Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.35988305699993,41.497642512000084
52288,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.42025381699995,41.434028675000036
52291,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45788967499993,41.442605137000044
52294,CA,Siskiyou,"Gravel Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.37221619699994,41.421895953000046
52298,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4287914539999,41.413758664000056
60203,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.57090661599995,41.44445143300004
60220,CA,Siskiyou,"Open Pit Mine","Richter Mine",0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.61124164799992,41.431497377000085
52303,CA,Siskiyou,"Gravel Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.3652262139999,41.41672797100006
52310,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45962502499992,41.43988723600006
60229,CA,Siskiyou,"Open Pit Mine",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4686448629999,41.382358357000044
52331,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.46587991599989,41.464772666000044
52338,CA,Siskiyou,"Gravel Pit",,0,Hotlum,1986,24000,"CA Dept Conserv",,5515697,291454,,-122.36802730699992,41.44237830700007
83842,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4445814319999,41.40828962200004
52342,CA,Siskiyou,"Gravel Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.41952557199994,41.434415467000065
83852,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.5467338179999,41.47381767300004
58719,CA,Siskiyou,"Mine Shaft",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6128869769999,41.44270931600005
58729,CA,Siskiyou,"Mine Shaft",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6110092099999,41.43122262400004
83861,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4923266319999,41.378312022000046
58737,CA,Siskiyou,"Mine Shaft",,0,"Mount Eddy",1986,24000,"CA Dept Conserv",,5518929,293178,,-122.46050696899994,41.372286806000034
83862,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44908873799994,41.41511638500003
58750,CA,Siskiyou,"Mine Shaft",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.56756405699991,41.81534093800008
83850,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57815941099994,41.81335344200005
83882,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44579183899992,41.40901155600005
83863,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57689465699991,41.81341656500007
83895,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44652015799994,41.40791638400009
83897,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44521488499993,41.40612718500006
83938,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.56804639299992,41.822510503000046
83905,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44792172599995,41.416387874000065
84001,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57657841999992,41.82458117600004
84056,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57499337799993,41.82472540400005
83908,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.50680999999992,41.47058745900006
84079,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57534368899991,41.82479285000005
83911,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.62044069799992,41.44693222400008
84203,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.5870829889999,41.82143183200009
84277,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.56786648499991,41.821656364000035
83943,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45337788199993,41.40691846800007
84309,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.57602910799994,41.82038983500007
83952,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45668605799995,41.402548496000065
494014,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.57589457599994,41.82075997800007
494016,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.57420223899993,41.825194328000066
83971,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.53254874599992,41.45753902900009
494017,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5751019619999,41.821306238000034
83986,CA,Siskiyou,"Prospect Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.62919346299992,41.44119353800005
494023,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5756375119999,41.82443384800007
494029,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5763979919999,41.82440171500008
84013,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45111787899992,41.41161016800004
494030,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.57800917599991,41.81357742400007
494034,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.56733015499992,41.81546195700008
494036,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5772667839999,41.81451017300009
84019,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.56802066599994,41.435668821000036
494042,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5673872619999,41.81487185100008
494055,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.57485560999993,41.82462664500008
84023,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4451072299999,41.40586835500005
494071,CA,Siskiyou,"Mine Shaft","Union Mine",0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.58394831099992,41.80386922300005
494074,CA,Siskiyou,"Mine Shaft",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5855700699999,41.82437469100006
84046,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6055774749999,41.43135404800006
501114,CA,Siskiyou,"Prospect Pit",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.57878963899992,41.811845177000066
84086,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44642253699993,41.410117530000036
501177,CA,Siskiyou,"Prospect Pit",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.58809420199992,41.82026298300008
501219,CA,Siskiyou,"Prospect Pit",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5867236329999,41.82108532400008
84094,CA,Siskiyou,"Prospect Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.6300762429999,41.44369136600005
501273,CA,Siskiyou,"Prospect Pit",,0,Hornbrook,1955,62500,USGS,,5679245,297737,,-122.5859698189999,41.822398787000054
84101,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45350874299993,41.40641269400004
84109,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45084185299993,41.41148509100009
48683,CA,Siskiyou,Adit,Tunnel,58,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,ne,-122.5683142549999,41.821958695000035
84124,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44684794499994,41.41027698000005
489642,CA,Siskiyou,Adit,,43,Hornbrook,1955,62500,USGS,,5679245,297737,ne,-122.5755946679999,41.82024585000005
489745,CA,Siskiyou,Adit,,56,Hornbrook,1955,62500,USGS,,5679245,297737,ne,-122.58371980099992,41.82014876800008
84133,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45295134199989,41.41248761500009
489687,CA,Siskiyou,Adit,,73,Hornbrook,1955,62500,USGS,,5679245,297737,e,-122.58437082199993,41.81922363400008
48567,CA,Siskiyou,Adit,,123,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,se,-122.5844195119999,41.80278074900008
84136,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60142297499993,41.43127240300004
489654,CA,Siskiyou,Adit,,163,Hornbrook,1955,62500,USGS,,5679245,297737,s,-122.5846716669999,41.802993582000056
84146,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45136858099994,41.41171710000009
48602,CA,Siskiyou,Adit,,215,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,sw,-122.58310610099994,41.80384715400004
489837,CA,Siskiyou,Adit,,237,Hornbrook,1955,62500,USGS,,5679245,297737,sw,-122.58311073999994,41.80396440200008
84166,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.5681174369999,41.43561092600004
48731,CA,Siskiyou,Adit,Tunnel,314,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,nw,-122.58571652899991,41.822802479000075
489578,CA,Siskiyou,Adit,,314,Hornbrook,1955,62500,USGS,,5679245,297737,nw,-122.54857048399992,41.80230829700008
84169,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44922493799993,41.41548648500009
489999,CA,Siskiyou,Adit,,336,Hornbrook,1955,62500,USGS,,5679245,297737,nw,-122.5858784479999,41.82296985700009
84204,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.5340223039999,41.457267012000045
489755,CA,Siskiyou,Adit,,357,Hornbrook,1955,62500,USGS,,5679245,297737,n,-122.58559291299991,41.82260437200006
489799,CA,Siskiyou,Adit,,357,Hornbrook,1955,62500,USGS,,5679245,297737,n,-122.5850446849999,41.82394067700005
84207,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.57004317399992,41.42799742700004
84216,CA,Siskiyou,"Prospect Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.63421059099994,41.43918045600009
84217,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4487142989999,41.411396135000075
50301,CA,Siskiyou,"Borrow Pit",,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.54742767399989,41.550959188000036
84222,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44970231299993,41.41571946500005
50306,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.62589230499992,41.67966149700004
50322,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.52344597399991,41.703619708000076
84225,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44690144599991,41.40895266200005
50329,CA,Siskiyou,"Borrow Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.52670312899994,41.78414681400005
50332,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.5457383189999,41.71123282100007
50341,CA,Siskiyou,"Borrow Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.5188098829999,41.79056992200009
50347,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.5107725449999,41.642679927000074
50354,CA,Siskiyou,"Borrow Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.53075746799993,41.78477413100006
50361,CA,Siskiyou,"Borrow Pit",,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.5070916169999,41.621817375000035
50392,CA,Siskiyou,"Borrow Pit",,0,Yreka,1984,24000,"CA Dept Conserv",,5526511,301473,,-122.62682838399991,41.680149408000034
84244,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44473194999989,41.407634374000054
50399,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.54854233399993,41.70292830600005
84269,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44768746699992,41.410987488000046
84276,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.57049389799994,41.428162730000054
50401,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.5137935699999,41.62547314200009
50407,CA,Siskiyou,"Borrow Pit",,0,Yreka,1984,24000,"CA Dept Conserv",,5526511,301473,,-122.65251982599995,41.69458993900008
84282,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4456398779999,41.41179153100006
50419,CA,Siskiyou,"Borrow Pit",,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.51396825099994,41.62430889600006
50434,CA,Siskiyou,"Borrow Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.55213102999994,41.65421609500004
84289,CA,Siskiyou,"Prospect Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.63017843099993,41.444453440000075
52284,CA,Siskiyou,"Gravel Pit",,0,"Little Shasta",1984,24000,"CA Dept Conserv",,5517427,292380,,-122.4940397819999,41.72628421700006
52287,CA,Siskiyou,"Gravel Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.5396632479999,41.742196540000066
84310,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.45211408499989,41.411124774000086
52290,CA,Siskiyou,"Gravel Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.52607839199993,41.69740744900008
52297,CA,Siskiyou,"Gravel Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.54341304199994,41.74156159100005
84312,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44603949599991,41.40975223800007
52309,CA,Siskiyou,"Gravel Pit",,0,"Little Shasta",1984,24000,"CA Dept Conserv",,5517427,292380,,-122.49873590699991,41.72505389500009
52313,CA,Siskiyou,"Gravel Pit",,0,"Little Shasta",1984,24000,"CA Dept Conserv",,5517427,292380,,-122.49675685199992,41.725223612000036
84319,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.4535024139999,41.40766831800005
52326,CA,Siskiyou,"Gravel Pit",,0,Montague,1984,24000,"CA Dept Conserv",,5518741,101623,,-122.54170450399994,41.743758951000075
84324,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.62338970199994,41.444447568000044
52343,CA,Siskiyou,"Gravel Pit",,0,"Little Shasta",1984,24000,"CA Dept Conserv",,5517427,292380,,-122.49665385599991,41.65289437800004
58721,CA,Siskiyou,"Mine Shaft",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.67554915799991,41.76026967200005
84340,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44486429299991,41.40789272400008
58744,CA,Siskiyou,"Mine Shaft",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.6485359209999,41.76535910300004
83840,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.62232844399995,41.78622336700005
84341,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44860344499995,41.41609501500005
83873,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.66413458999995,41.769282134000036
84353,CA,Siskiyou,"Prospect Pit",,0,Weed,1986,24000,"CA Dept Conserv",,5525781,295684,,-122.44577309199991,41.40583674900006
83889,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.65275090299991,41.773202284000035
83994,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.65856031899995,41.77027614600007
85700,CA,Siskiyou,Quarry,,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.59085436899994,41.50616424900005
83997,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.66437700799992,41.75519183100005
85701,CA,Siskiyou,Quarry,,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.59597646799995,41.50391493600006
85705,CA,Siskiyou,Quarry,,0,Gazelle,1984,24000,"CA Dept Conserv",,5514391,102214,,-122.55919871599991,41.50688715000007
84106,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.6758178319999,41.755527672000085
84117,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.66941332199991,41.755532859000084
494070,CA,Siskiyou,"Mine Shaft",,0,Weed,1954,62500,USGS,,5505059,301962,,-122.45965601199993,41.371774762000086
84171,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.6653306319999,41.77005869300007
494990,CA,Siskiyou,"Open Pit Mine","Dewey Mine",0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.58159124299993,41.42858511500009
84251,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.53579247599993,41.78808539500005
84257,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.62593811599993,41.780398182000056
84265,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.6257253199999,41.778668432000075
84300,CA,Siskiyou,"Prospect Pit",,0,Hawkinsville,1983,24000,"CA Dept Conserv",,5515237,291218,,-122.53363653499991,41.79031038100004
84351,CA,Siskiyou,"Prospect Pit",,0,"Badger Mtn.",1984,24000,"CA Dept Conserv",,5507915,288152,,-122.65765795199991,41.750758389000055
491056,CA,Siskiyou,"Gravel Pit",,0,Yreka,1954,62500,USGS,,5505197,302030,,-122.63217299099995,41.74100879800005
495867,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Weed,1954,62500,USGS,,5505059,301962,,-122.46993052399989,41.38067394600006
491065,CA,Siskiyou,"Gravel Pit",,0,Yreka,1954,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5505197,302030,,-122.5501054429999,41.653828143000055
